,Friedel_et_al_B_cells,Tani_et_al_Hela,Schofield_et_al_K562,Mele_et_al_K562,Mele_et_al_H1-ESC,Wu_et_al_K562,Wu_et_al_293T,Arango_et_al_Hela,Wachutka_et_al_K562
ENSG00000169951,,2.38,,1.8095536666666667,1.572305,-0.209224086,-0.0932552368458771,2.32590029365729,92.41193542283241
ENSG00000169955,,2.86,,1.1798023333333332,1.9779176666666665,,-0.0797455308649833,2.40388330041457,
ENSG00000169957,,3.45,,2.995739,,-0.10600482,-0.00864071681105632,3.47924595817165,
ENSG00000169962,,,,,,,0.0556601475835661,4.8899828539072,
ENSG00000169964,312.1,4.0,,0.38964170000000004,,-0.136060679,0.00574602464027549,3.05870377356213,
ENSG00000169967,273.8,4.7,0.3356,1.7294936666666667,1.987083666666667,-0.190608822,-0.0152082214968532,2.72059504771944,95.18855854033171
ENSG00000169972,339.4,8.22,,9.209171666666668,18.55814666666667,-0.072700505,0.0444756851763648,4.47073745673848,826.241470776358
ENSG00000169976,359.2,18.77,,15.05738,20.885279999999998,-0.048224215,0.0386967685431703,14.3993042926635,
ENSG00000169981,42.5,2.25,0.4449,1.5434393333333334,1.2017093333333333,-0.193314874,-0.0518441123171672,2.26754251043329,52.226977557021
ENSG00000169989,,,,,1.9247023333333333,,-0.0999061887279252,2.88629985475631,
ENSG00000169991,,,,1.3136090333333332,1.5136793333333334,-0.221475307,-0.129026694087948,2.5419571798012,
ENSG00000169992,,8.0,,,,,0.126627899781039,3.18690927340222,648.038973329167
ENSG00000170004,,21.82,5.2250499999999995,,,,0.0262116360876801,9.19439100061473,707.0980052187599
ENSG00000170006,250.2,,,,,-0.245101986,,3.1474350115913,
ENSG00000170011,,,,,7.014896666666668,,,,
ENSG00000170017,620.8,10.0,,,,,0.0127781981511693,11.2320346294449,
ENSG00000170027,266.6,3.7,1.3674499999999998,2.996378333333334,4.638442666666666,-0.150845023,0.0233333463921892,2.72321225283185,269.731857995464
ENSG00000170035,562.0,9.05,2.99305,10.023868666666667,,-0.101605577,0.0171517418633226,5.07107045131063,915.792625397211
ENSG00000170037,,6.08,,17.403333333333332,,,0.0111873813939034,2.80317280000807,292.321505455377
ENSG00000170043,1630.0,,,,,,0.0613921009851489,10.9193071653389,935.546688442353
ENSG00000170049,,2.78,,,,,0.0370694650083133,3.07644434346425,32.0525363842399
ENSG00000170075,,,,,,,,3.08706247762128,
ENSG00000170085,,,0.8714999999999999,1.2707046666666668,1.7590456666666665,-0.16560215,-0.0311298916942168,3.2138714103985,302.760091769818
ENSG00000170088,,5.07,1.36285,6.108410333333333,6.144779666666667,-0.081860031,0.0353240650786321,3.37621328164361,453.241858789888
ENSG00000170100,,,0.78035,,2.1927113333333335,-0.180734169,-0.119288752142024,2.33480586775681,
ENSG00000170113,520.6,3.03,0.5648,3.7994879999999998,6.715118999999999,-0.232393378,0.0171519292901708,2.68925417626224,
ENSG00000170122,,,,,,-0.222954413,0.0218029483088208,2.82868813667287,
ENSG00000170142,519.6,9.52,5.20915,12.09531,,-0.062288683,0.0339666251643781,5.39174063975921,1531.2945232560999
ENSG00000170144,,16.0,5.0273,17.909343333333336,,-0.046702478,0.0454531745736006,7.7957712291215,391.432590599962
ENSG00000170145,,3.17,0.6286499999999999,1.3445263333333333,1.8525673333333332,-0.217514047,-0.0323270805770726,2.59046450612408,213.187448393012
ENSG00000170153,,3.57,,,3.4512683333333336,,0.0108072784154278,2.91045952521314,
ENSG00000170160,,,,,,,,3.17331415037288,
ENSG00000170162,,,,,,,0.0556809621528309,,
ENSG00000170166,,,,,,,-0.0193109010634758,,
ENSG00000170175,,3.77,,7.928679333333334,,-0.108686675,0.0241349475610705,3.09309177761997,
ENSG00000170180,,,,10.031404,,-0.05480927,,,913.721454532395
ENSG00000170185,130.7,2.56,0.67,1.0341992333333334,1.1008333333333333,-0.199690453,-0.0513680585366856,2.46016622724729,187.017512129933
ENSG00000170190,,3.57,,,,,0.0640517529594175,3.0938525566313,
ENSG00000170191,80.9,2.22,,1.0509723,1.2756906666666668,-0.284108034,-0.105918915706771,2.69723438487501,
ENSG00000170214,,,,,,,,2.88048845924916,
ENSG00000170222,,2.2,,,,-0.181728423,-0.0734398083752773,2.86992474017768,
ENSG00000170234,,,0.4415,1.4300506666666664,2.303908333333333,-0.220107108,-0.0607152901967974,2.4357359732563,288.49589667811796
ENSG00000170236,,3.33,,2.942855,2.6783656666666666,,-0.0564230251875183,3.13287187927039,
ENSG00000170242,493.9,2.99,1.8587500000000001,2.1096453333333334,2.2051200000000004,-0.177525847,-0.0257686900735757,2.67049782164517,273.382032637205
ENSG00000170248,492.3,11.11,5.07685,8.152656666666667,11.501903333333333,-0.120112472,0.021842442836338,4.35653626169397,353.67096537082705
ENSG00000170260,127.7,2.44,0.43975,2.4755793333333336,2.262291,-0.167172465,-0.0405445909842903,2.30948031131435,131.845221489838
ENSG00000170262,,2.7,,,,,,,
ENSG00000170264,,3.23,,4.2721626666666666,,,-0.00493587485173851,2.91597266938735,
ENSG00000170265,,2.53,0.49785,1.4806336666666666,1.964112,-0.079542268,0.0343606427535276,2.7230404382929,165.85233188338
ENSG00000170266,565.7,11.56,2.95395,10.272033666666667,,-0.134775306,0.0337013707850673,9.40520890171763,241.130055448419
ENSG00000170270,,6.33,,5.5744739999999995,12.082212666666665,-0.161333729,0.0249650320535838,,
ENSG00000170271,,2.27,,6.041412666666666,,-0.029132168,-0.0102853292602231,3.13218769378728,192.73973627024102
ENSG00000170275,844.3,,6.07165,14.481509999999998,,,0.0616383522845664,17.1577911450795,1273.74138523021
ENSG00000170291,,4.0,1.3785,5.584624666666667,12.88232,-0.106143326,0.0438154871656796,3.75781468376858,217.91474730569598
ENSG00000170293,,2.9,,,5.976331333333333,,0.046724282857133,3.80137275142797,
ENSG00000170296,710.0,,,35.94564333333333,,,0.0450639345904422,14.2420266527135,560.153742931393
ENSG00000170298,,,,,,,,3.80488298414114,
ENSG00000170310,822.8,2.7,,13.989063333333334,,,0.039781665411259,4.76982290321079,
ENSG00000170312,,3.85,1.37885,4.133671666666667,3.5345606666666662,-0.116553052,-0.0111419400027085,2.91003618188602,337.26997672507304
ENSG00000170315,318.9,24.0,8.35375,10.457001666666667,19.069543333333332,-0.047227961,0.0354614229451101,8.76483461371222,306.979282346153
ENSG00000170322,399.9,5.87,1.2593999999999999,2.681637333333333,4.853371,-0.12131245,0.0216598945920837,2.66626998481719,292.216193475748
ENSG00000170325,331.3,3.13,0.53155,2.222456,2.617178,-0.19764856,0.0185310963609422,2.35469281307804,214.770944102924
ENSG00000170340,91.0,2.17,0.42,0.7100970666666666,1.3080543333333334,-0.343650797,-0.106717787339116,2.73950325595156,133.062527618425
ENSG00000170345,,2.15,,0.5389847666666667,0.6383460666666667,-0.389196845,-0.0469165563745792,,60.9508263084531
ENSG00000170348,462.2,22.4,5.82815,14.229266666666666,,-0.089872262,0.0447348722059864,15.1714667844314,586.6031783282799
ENSG00000170364,55.0,2.67,0.5539000000000001,2.8203123333333333,3.3044403333333334,-0.172162343,-0.056768572216527,3.27357309021267,146.755184201257
ENSG00000170365,277.4,2.82,,,2.1919536666666666,,-0.0672974097155659,2.58077491953837,
ENSG00000170370,,,,,,,-0.159274668006548,,
ENSG00000170379,,,,3.225284333333333,,-0.159482071,,,
ENSG00000170381,,,,,,,-0.0178186428376192,,
ENSG00000170382,,5.08,,,4.7569989999999995,,-0.002822924602285,2.87780905585863,
ENSG00000170385,,2.6,0.36019999999999996,1.1363571666666665,1.0011001666666666,-0.294353857,-0.0773371208865727,2.45259719196891,61.3013394998938
ENSG00000170390,,3.85,,,,,0.0191940577250457,2.73038251064902,
ENSG00000170396,90.1,2.44,,,,,,,
ENSG00000170412,,3.64,0.7803,2.448811,,,-0.0461897556270029,3.22911841848818,336.657535431311
ENSG00000170417,,2.86,,,,-0.073204909,-0.0727911262951672,3.50177422833096,
ENSG00000170421,,20.37,5.307,31.79267,,,0.0491870612948891,14.8377403085375,246.300997056632
ENSG00000170425,,2.67,,1.3816916666666668,1.3261726666666667,-0.161951121,-0.0436288749023219,2.73542920289654,
ENSG00000170430,,,,,,,,3.81760510592516,
ENSG00000170439,,10.96,,,,,0.0577985625562362,,
ENSG00000170442,,,,,,,,3.14665986984196,
ENSG00000170445,331.9,10.56,3.1042,7.444534333333333,12.369463333333334,-0.085167402,0.0307815971864292,3.77139112159323,440.40179609105695
ENSG00000170448,171.9,2.86,,2.5726560000000003,2.470819,-0.201830519,-0.0124974146687433,2.74944577988576,448.53429133144203
ENSG00000170456,,2.82,0.5920000000000001,1.3929796666666665,2.8882513333333333,-0.23163204,-0.00380830869545089,2.81553562034581,162.721192282386
ENSG00000170464,,5.63,,3.1838599999999997,3.39721,-0.110539317,0.00510996212839571,3.09284666837666,
ENSG00000170468,,2.2,,,,-0.291535655,,,
ENSG00000170469,,,,10.403051666666668,,,0.0201353688464368,3.95751658972194,
ENSG00000170471,,3.85,2.3497000000000003,3.055419,3.9760826666666667,-0.14197516,-0.0218130885638944,2.97450777584523,317.952449625833
ENSG00000170473,,3.17,0.7363500000000001,3.350081999999999,2.8923783333333333,-0.160744488,-0.0628165696325959,,159.418728361501
ENSG00000170476,,,,,,,,3.13973896445323,
ENSG00000170482,,3.64,,,,,-0.321848684681754,,
ENSG00000170485,,4.25,,,,,0.0315107611059775,4.38503313787009,
ENSG00000170500,,,,4.110794666666666,,-0.150070415,0.0321939287025315,2.85098449309975,77.84875271467641
ENSG00000170502,438.7,9.74,,,,-0.096273185,0.0293745783478632,6.24975389563607,411.04617429026604
ENSG00000170509,,,,,,,,3.14581299150974,
ENSG00000170515,377.8,10.91,7.2075,19.849196666666668,11.315883333333334,-0.090712167,0.0301976506491946,5.19424812885717,643.032049049739
ENSG00000170522,184.7,3.23,1.6962000000000002,4.267643666666667,4.894517,-0.092099842,0.0146221774125947,3.25715464665386,1028.95476350414
ENSG00000170525,126.6,3.13,0.58255,2.1612476666666667,2.2304523333333335,-0.248929356,0.0190235719093315,2.45049196424924,136.2308768899
ENSG00000170537,,5.83,,,,,0.0296885790859649,2.88084102878135,159.18187897839198
ENSG00000170540,324.6,8.32,,11.031676666666668,,-0.093686543,0.0362280816133364,3.07669604208542,214.172249686101
ENSG00000170542,316.7,,2.1064499999999997,3.8293313333333336,,-0.16021168,0.0245584290332569,,571.127123232435
ENSG00000170545,,7.45,,6.203450666666666,,-0.124246004,0.0508812350630189,3.53059296598435,
ENSG00000170558,,19.11,,,,,0.0262938239785162,9.33824793942596,
ENSG00000170561,,,,,1.5801353333333334,,,,
ENSG00000170571,,,,,6.592493999999999,,0.0440854702350809,,
ENSG00000170577,,2.63,,,,,-0.0304397929085797,3.05830040265503,
ENSG00000170579,,2.74,,,3.0352623333333333,,,,
ENSG00000170581,530.9,3.7,2.3746,9.889322666666667,,,0.00906920260519922,2.91649724870057,475.94839340053
ENSG00000170584,629.7,10.32,,10.679859333333335,,-0.112798881,0.018941379395576,4.21310137741771,331.567261409767
ENSG00000170604,,2.78,0.52145,1.1875483333333332,1.3898376666666667,,-0.0438478234426238,2.99078759271167,
ENSG00000170606,315.1,10.06,5.9453,,,-0.079785845,0.0284159413273474,4.39903083817709,534.253700568088
ENSG00000170608,,,,0.7618686666666666,1.726832333333333,-0.217912329,-0.000904195844751835,,
ENSG00000170615,,11.56,,,,,,,
ENSG00000170619,102.6,2.56,,2.4026593333333337,5.491839333333334,-0.19189097,-0.00368482690586879,3.12029302665106,152.459731453095
ENSG00000170627,,,6.118,34.16756,,-0.038972647,,,442.605823370709
ENSG00000170629,268.4,,,,,,,,
ENSG00000170631,,2.15,,0.9769709,1.0175563,-0.198831238,-0.102900310204876,,59.6333606863737
ENSG00000170632,599.6,6.57,,9.340767,17.01413,-0.056589466,0.0272961381846649,6.141567851111,1038.6662637051
ENSG00000170633,245.1,2.53,0.79625,1.9942846666666665,4.173590333333333,-0.197866928,-0.0248532305536111,2.49853971507056,292.357729041721
ENSG00000170634,,3.23,,,,,0.0460645160522041,4.18733888709475,
ENSG00000170638,,4.19,,9.759597333333334,15.066460000000001,-0.061194426,0.0342291389221586,3.49697071054515,753.227092789048
ENSG00000170647,,,,1.488653,3.703371333333333,,,,
ENSG00000170653,244.1,4.77,,6.519773333333333,,-0.09243455,0.0572677808337733,2.75904690082519,225.996558764231
ENSG00000170677,,2.17,,,,-0.327763164,-0.0754504874349703,2.34924090379879,
ENSG00000170681,,,,,,,0.0172115777321008,,
ENSG00000170684,,2.5,,0.5068323666666666,1.0333192,-0.227464038,-0.145067320095809,3.38144188371124,
ENSG00000170689,,,,4.434369333333334,,-0.075895525,-0.00188889446992092,3.07592316104859,433.547202813889
ENSG00000170703,,,,,,,,2.9671754761342,
ENSG00000170727,,,,10.873310666666667,16.086673333333334,,,,
ENSG00000170734,286.8,2.99,0.9467000000000001,2.034952666666667,,-0.102859677,-0.000838808017908576,2.44961652332693,119.450722615289
ENSG00000170743,,,,,3.8852329999999995,,,,
ENSG00000170745,,,,,3.841479666666667,,0.0286433800235966,,
ENSG00000170759,149.3,8.0,1.2156,3.118961,1.6472816666666665,-0.197463307,0.0343347717274053,3.34335591032849,231.86570478302502
ENSG00000170775,,2.35,,,1.8639473333333332,,,2.45417853630455,
ENSG00000170776,104.8,3.28,,,2.0097606666666668,-0.308439328,-0.0500179864382806,2.59517866771325,
ENSG00000170779,52.8,2.63,0.4153,1.4536253333333333,2.639267333333333,-0.264852142,-0.0609562183259559,2.59068213414477,143.885079924492
ENSG00000170786,,3.77,,,,,,3.66759949487899,
ENSG00000170791,940.0,3.45,,29.95484666666667,25.820486666666667,-0.041936249,0.0336275158211908,4.16485618634197,519.89817386694
ENSG00000170801,,3.7,,,,,0.0344964955450483,3.43063549479371,
ENSG00000170802,143.5,2.27,0.45109999999999995,1.152427,1.1353243666666666,-0.256218692,-0.0627485149539811,2.55148541840114,177.755254306958
ENSG00000170832,493.3,6.29,1.39935,3.3004953333333336,4.475097000000001,-0.119570333,-0.00400924714995323,3.90940057655491,268.19044322324
ENSG00000170835,,,,,,,,2.7559026254622,282.951120370637
ENSG00000170836,57.7,2.22,0.3887,0.7759017,1.0476466666666668,-0.274393818,-0.118601193606104,2.40567652268783,71.0987986204796
ENSG00000170837,,,,,10.888724000000002,,-0.0122717553690404,,
ENSG00000170846,123.3,,,2.4864626666666667,3.975163333333333,-0.126499725,0.00465413452442229,,342.91466611491296
ENSG00000170852,173.9,2.27,0.35919999999999996,1.5571723333333332,1.5806986666666667,-0.304691243,-0.0763772108421053,2.43144230812316,147.38454505002
ENSG00000170854,,5.6,2.9475,2.866403666666667,4.658627,-0.106962428,-0.0133643624181767,,935.574094897491
ENSG00000170855,106.9,3.23,1.5539,3.2305733333333335,3.0334920000000003,-0.17231962,-0.0070687728544133,3.78943843832293,
ENSG00000170860,570.8,3.08,9.3995,35.146703333333335,32.13058,-0.047269353,0.0295307990103013,24.0,487.199820180675
ENSG00000170871,,2.11,0.35250000000000004,1.0184823,1.2889053333333333,-0.272395375,-0.0547106998649446,,86.8977697147906
ENSG00000170873,431.1,2.63,,5.464095,,,-0.0306799974396051,3.08600931267296,
ENSG00000170876,397.3,6.0,1.3225500000000001,6.668786666666666,,-0.07864007,0.0158147236745994,3.26572788484725,148.76067958985598
ENSG00000170881,65.3,2.35,0.3562,1.0065085999999999,1.3391313333333332,-0.322223154,-0.132616136995434,2.64035631524454,111.87057041866899
ENSG00000170889,316.5,,4.12415,,,,0.0517832671381173,,485.26362813967995
ENSG00000170892,133.3,10.51,,,,-0.106762266,0.0387222845494323,5.90148438598711,232.763398819739
ENSG00000170899,,3.77,,,,,0.0386392240146491,4.34055659768028,
ENSG00000170903,,2.13,0.3651,0.9774256333333332,1.1663433666666665,-0.258876104,-0.0794909569734463,2.32707278944555,193.292619610065
ENSG00000170906,1525.6,22.67,,,,,0.0519808917545985,,417.287003945099
ENSG00000170915,292.3,,,0.9858905666666665,2.6263616666666665,-0.264632341,-0.0318959978853072,2.78705214994295,
ENSG00000170917,767.7,3.85,,2.5770763333333337,2.0771906666666666,-0.154445438,-0.0446201282399202,2.91366689425508,
ENSG00000170919,,,,,,,,,495.440233562675
ENSG00000170921,,,0.53735,,,-0.201914451,-0.0406825140899598,2.52888367591068,
ENSG00000170925,,,,,7.989435666666665,,,,
ENSG00000170946,,2.78,,6.33026,,-0.0968631,-0.019467788253856,2.8903412287786,
ENSG00000170949,328.8,2.25,,1.451691,7.490977666666667,-0.200158382,-0.0629921081390253,2.30782492021346,189.183139635984
ENSG00000170954,,,,,2.6471573333333334,,,,
ENSG00000170955,,7.27,,,13.841998333333335,,,,
ENSG00000170959,,,,,,,0.0490168138681757,,
ENSG00000170961,,,,,1.4275436666666668,,,,
ENSG00000170962,,3.17,,,12.930486666666667,,,5.85707625260183,
ENSG00000170965,,,,,,,0.0316562872834434,4.09297158090442,
ENSG00000170989,,,,,1.4917593333333334,,-0.043711304037862,3.01025488688299,
ENSG00000171004,,4.67,,,,,0.0402646712227883,9.98931159100673,
ENSG00000171016,364.5,2.6,,,,,-0.058475498377461,2.86941589944225,
ENSG00000171017,,2.3,,2.232609666666667,,-0.288685446,-0.0510668926064752,2.85376137178154,
ENSG00000171033,616.9,3.03,,,,,0.0277894312360756,,
ENSG00000171044,,,,,,,-0.00780760803957257,,
ENSG00000171045,,,,4.831694,,,0.0340983128025607,2.77432019744087,
ENSG00000171055,280.2,3.28,,4.862653666666667,,-0.148793686,0.0270116804656375,3.6442899850911,902.7727534309461
ENSG00000171056,,2.33,,,1.6136059999999999,-0.161610176,-0.0840754719787137,2.62813504340485,
ENSG00000171060,,3.51,,,,,,,
ENSG00000171067,145.4,3.45,0.9103,4.193769333333333,5.720881666666666,-0.07732749,0.00660196192119526,4.14378418366021,516.409791472469
ENSG00000171097,,2.9,,,,-0.107480008,0.0336228777536543,,969.805006824937
ENSG00000171100,362.1,2.6,,4.159583333333333,4.313518,-0.12259397,0.00910744748754236,2.79310341927499,
ENSG00000171103,,3.57,,2.1846909999999995,5.037136666666666,-0.135674585,-0.0196034401111881,3.03479193912766,540.985025524907
ENSG00000171105,,3.85,,,3.181001666666667,-0.256927853,0.0626681575799245,3.01755463732638,
ENSG00000171109,528.9,4.0,1.0715,,,-0.149614963,0.0176987542190879,4.07015209199552,337.473395637139
ENSG00000171119,,,,,,,0.0111247975991585,3.53893213735202,
ENSG00000171121,,3.7,,3.6305183333333333,,-0.08667009,0.120872690052381,2.6744341734435,
ENSG00000171126,,,,,1.1107453333333333,,-0.0615544392832546,2.51010642606667,
ENSG00000171130,418.1,15.65,,,,,0.0411728572229982,5.46704695730558,
ENSG00000171132,,2.44,,,,,-0.0720989074077736,2.60390003071338,
ENSG00000171135,61.2,3.33,0.579,1.4828516666666667,2.1876156666666664,-0.224250328,-0.0290974681690461,2.98170127549072,96.8028791955604
ENSG00000171148,,17.6,3.7685,14.108276666666667,,-0.05351237,0.0209089640627587,5.84429506341758,415.015667186307
ENSG00000171150,143.7,2.15,,1.7189040000000002,1.6276683333333335,-0.316715399,-0.100112958248357,2.35499950855027,
ENSG00000171155,280.8,11.42,,3.9871483333333337,,-0.170965787,0.0303412493723289,6.93628822398818,532.157387287329
ENSG00000171159,710.1,15.0,,,,,0.0585955901739443,,2080.54938284833
ENSG00000171160,,,,,,-0.057306686,0.0427664841766651,3.2829499457086,
ENSG00000171161,102.4,2.35,0.84775,1.3699180000000002,2.2513159999999997,-0.183248262,-0.0473473189081355,2.55717661054833,316.689525650349
ENSG00000171163,155.9,2.86,0.6817,5.982859333333334,,-0.050997562,0.0126930539753174,2.41265595135038,663.386628797691
ENSG00000171169,,2.3,,1.0259649333333334,3.7411033333333337,-0.276656852,-0.0174412959130704,2.70771990466633,173.036453680741
ENSG00000171174,,,,,,,0.0583722921808664,4.64054258010792,
ENSG00000171189,,2.86,,5.865873333333333,,,,,
ENSG00000171202,319.7,10.26,,11.404024666666666,12.506703333333334,-0.040381583,0.00542359496718235,7.53423614264277,1586.3459300825598
ENSG00000171204,841.6,10.35,,11.303536666666666,15.005510000000001,-0.034706133,0.0243158772134252,8.11790688906602,1146.08189281053
ENSG00000171206,54.7,3.64,0.6877,1.803465,2.970798,-0.087804478,0.0401902402801426,3.0394712423612,253.19850940631198
ENSG00000171208,173.8,4.0,0.9060999999999999,2.336962333333333,,-0.205041218,0.00295246313421875,3.65179838967995,
ENSG00000171217,,,,2.110528,,,-0.156525432800712,,
ENSG00000171219,,,,12.415640000000002,,,-0.278152083108037,3.2637137589548,343.918890741335
ENSG00000171222,135.0,7.57,,5.300937666666667,5.201496,-0.086614529,0.00982428966430727,6.12836379897468,643.3578272174469
ENSG00000171223,,2.15,,,,-0.309128521,-0.114794815116645,3.85427957049532,
ENSG00000171224,,5.54,,11.685965999999999,5.555213666666667,-0.153409134,0.025275278305663,,
ENSG00000171227,,2.7,,3.033592,3.3484866666666666,,-0.106838707987386,3.35841291407811,
ENSG00000171234,,,,,,,,3.2935436527686,
ENSG00000171236,,,,2.585644,,-0.192581804,,5.15770368281506,452.80515142193
ENSG00000171241,172.1,3.85,0.32855,,,-0.227857416,-0.0211373726914781,2.88245257663728,165.837948342783
ENSG00000171243,,,,1.2523226666666665,,-0.312570842,0.0247257184322495,,
ENSG00000171246,,6.51,,,,,0.0324859427688499,4.37445345007569,
ENSG00000171262,839.1,11.06,,7.6994983333333336,10.867342666666666,-0.056337433,0.0960840089007227,5.67100789045369,570.016147231298
ENSG00000171282,,,,3.398585666666667,,,,,
ENSG00000171295,,,0.3776,2.476395333333333,1.3820552333333334,-0.203690699,-0.0837283331709792,2.42111021464248,115.73890704678301
ENSG00000171298,,3.23,,,,,0.0209904822454217,,
ENSG00000171302,89.4,3.17,1.06025,2.0442643333333335,4.388118333333334,-0.117212961,-0.0108451775818822,2.54258451053103,335.221728912708
ENSG00000171303,,3.13,,,,,,2.45507548497956,
ENSG00000171307,436.5,13.33,,5.735423,,,0.0264307202497567,4.91245366354639,
ENSG00000171310,,2.67,0.6696,1.7634553333333336,2.3660646666666665,-0.235446347,0.0254785865937341,3.08165296672903,292.807791549629
ENSG00000171311,823.0,24.0,,14.129516666666667,15.003490000000001,-0.038463886,0.036697595922343,5.15557221326644,686.8805497066639
ENSG00000171314,,18.6,6.981199999999999,,,-0.055962878,0.0504275595217819,12.3953391374183,377.11813797870104
ENSG00000171316,226.3,2.82,,1.530822,2.5164233333333335,-0.178048503,-0.0331916196500751,2.74011944636075,
ENSG00000171320,115.4,2.6,0.7883,2.628824,4.000660666666667,-0.173467248,0.00752755334021449,2.67066506690723,160.79418955110398
ENSG00000171345,,,3.36785,2.681708,2.6608373333333333,,,,314.514060220014
ENSG00000171346,,,,,,,,3.34674378502079,
ENSG00000171357,,3.45,,1.2866686666666667,2.6736893333333334,,-0.0324831484682453,,
ENSG00000171360,,,,,,,-0.0238080898582634,,
ENSG00000171365,532.3,8.51,,4.532470333333333,,-0.083209613,0.00780925951519344,2.78170033652318,802.653496158272
ENSG00000171368,,2.86,,,,,-0.0861712187848554,2.99794288951391,
ENSG00000171385,,,,,,,,3.04368739247415,
ENSG00000171388,,2.33,,,,,-0.0405662690628708,2.67257286891538,
ENSG00000171403,,,,,,,,4.23420618202142,
ENSG00000171408,,2.38,,,,,,2.37453920921867,
ENSG00000171421,133.0,3.57,1.7024499999999998,2.0602863333333334,2.9901959999999996,-0.165856414,-0.044958366841769,4.49761857367583,400.104835374579
ENSG00000171425,,2.27,,0.9669378999999999,1.2291036666666666,-0.212312625,-0.104838206677516,,139.624736487977
ENSG00000171428,81.4,2.38,,1.6836633333333335,1.6809669999999999,-0.235667438,-0.0867466395063994,2.66723797405858,133.505953930745
ENSG00000171435,,,,,2.065928,,,,
ENSG00000171443,,2.5,,2.5497463333333337,5.100461,-0.16505328,0.0118309310825518,3.09059277045971,
ENSG00000171444,,2.82,,,2.5383826666666667,,0.000734341032477322,2.35867697382451,
ENSG00000171448,96.8,2.33,,2.4729376666666667,1.4006093333333336,-0.299594617,-0.110278524280283,2.45883810851178,
ENSG00000171450,,,,,,,,3.1699833048617,
ENSG00000171451,,2.82,,,1.6216076666666666,,,2.5143033558912,
ENSG00000171453,57.7,3.33,0.4689,2.062744,2.3582859999999997,-0.183957229,-0.0674217024857186,3.01261029679298,168.397758290841
ENSG00000171456,297.2,2.78,0.68,4.794649333333333,,-0.060679719,0.0282583789496038,2.41711380668259,176.920189977504
ENSG00000171462,,3.7,,,,,-0.0724974985006132,3.54445188206545,
ENSG00000171466,109.3,2.25,0.49195,1.4800576666666665,2.283057,-0.239256053,-0.046629017146871,2.43859514063738,169.841928581167
ENSG00000171467,176.2,3.85,0.71845,1.5031970000000001,2.721129,-0.205301393,-0.0186945041804969,2.62526781288303,123.373569258577
ENSG00000171469,,2.17,0.42400000000000004,0.970326,1.864102,-0.165438444,-0.102584087761537,2.52290379075552,99.51497723953871
ENSG00000171475,179.9,3.57,0.51215,1.5459483333333333,2.1515383333333333,-0.157648065,0.045439471783942,2.54474277846609,216.580710119476
ENSG00000171476,,,,,,,0.0477529719717677,,
ENSG00000171488,57.3,2.67,,1.0639095,2.4461706666666667,-0.317316787,-0.0439658609833926,2.99211059622279,456.176491692648
ENSG00000171490,188.1,4.89,2.46455,4.252617333333333,4.677450333333334,-0.102104442,0.0327144715777068,3.91543431036689,473.966960706398
ENSG00000171492,136.0,2.82,,,,-0.235186616,-0.0341307242028442,2.80391119618082,437.89518341910104
ENSG00000171497,780.3,9.09,7.9313,7.179174,10.410233666666665,-0.094074887,0.025288871144079,4.75859248142989,573.893004098555
ENSG00000171502,,,,,,,-0.0495044044193882,3.00872387990603,
ENSG00000171503,1333.5,8.73,,,12.236519999999999,-0.067377906,0.0268943553585241,5.47518010453525,585.912502576896
ENSG00000171517,,,,,2.5472823333333334,,0.04160991762217,,
ENSG00000171522,76.4,2.22,,,,,,3.04530199156452,
ENSG00000171530,787.7,2.6,7.60945,,,-0.110980889,0.0394549606008913,10.4128771261726,688.211352584195
ENSG00000171533,,,,,,,0.107120449384972,,
ENSG00000171540,,,,,,-0.093328327,,,
ENSG00000171551,,3.39,,,,,0.0766337924716685,,
ENSG00000171552,117.7,3.23,1.0199,1.6935780000000002,4.2355833333333335,-0.118778679,-0.0296840336386828,2.95751058963891,913.092320299991
ENSG00000171561,,,,1.8012016666666668,,-0.095244013,,,
ENSG00000171566,631.1,8.61,,7.121939333333334,5.869700333333333,-0.108326181,0.0225215146194683,3.91314177959686,375.67238091582
ENSG00000171570,,,,,,-0.075167843,,,
ENSG00000171574,,2.3,0.67265,,,-0.209809409,-0.101972308975551,2.56801250262559,107.73420430591699
ENSG00000171603,266.7,10.13,3.1894,5.420980333333333,,-0.082064517,0.0402087489810036,8.62128741528721,406.33341384883204
ENSG00000171604,69.6,3.13,0.52505,1.5964136666666666,3.0540030000000002,-0.155034989,-0.00645367867933037,2.78516213005395,121.835855077302
ENSG00000171606,36.7,2.5,0.4101,1.210126,2.4216219999999997,-0.203127746,-0.0908451369144441,2.53961768713878,136.617119047626
ENSG00000171608,297.7,4.57,1.5819999999999999,3.41249,6.170971333333333,-0.103748461,-0.0774646147569637,3.18641118320133,154.005230400917
ENSG00000171612,117.6,2.86,0.7242999999999999,4.677502,7.878865666666667,-0.145492764,0.0308821297336401,3.4100606046442,243.64020607578098
ENSG00000171617,,2.38,,1.1270913333333332,,-0.310711215,-0.0804262793624156,2.75157130954924,123.14066105213999
ENSG00000171621,,2.22,,,1.1379131666666666,,-0.124703214547124,2.63924073452265,74.48470423840921
ENSG00000171631,,,,,,,,2.64314619177805,
ENSG00000171634,223.7,5.14,1.30495,1.8299746666666667,4.617784333333333,-0.207233707,-0.0276238021956657,3.0001220923581,155.169368430133
