,Friedel_et_al_B_cells,Tani_et_al_Hela,Schofield_et_al_K562,Mele_et_al_K562,Mele_et_al_H1-ESC,Wu_et_al_K562,Wu_et_al_293T,Arango_et_al_Hela,Wachutka_et_al_K562
ENSG00000088992,628.2,8.44,,7.925604333333332,,-0.071676101,0.139615008236829,5.20033597899729,294.028137459332
ENSG00000089006,245.0,3.7,2.4325,8.260709,6.943518666666667,-0.114107978,0.00810940962452284,3.25699453718022,269.37541625026904
ENSG00000089009,,,6.814500000000001,,,,0.0467259841991435,,766.21083898903
ENSG00000089022,246.3,3.64,1.2717,,,-0.109853029,0.0294956419578578,2.94660763951781,189.169200010559
ENSG00000089048,180.5,2.3,0.59405,1.8418626666666666,2.3452116666666667,-0.234809384,-0.0202688250822155,2.65518607817305,248.95336031578998
ENSG00000089050,598.2,9.16,,5.3307313333333335,8.815477666666666,-0.12073948,0.0414713375618852,4.68167211613214,
ENSG00000089053,597.5,16.26,4.9750499999999995,,,-0.041365236,0.0557855619970869,5.31002909901347,925.138682257802
ENSG00000089057,309.5,4.57,,4.769625333333334,,-0.209831727,0.0413483772073901,3.38196546995122,298.974327024394
ENSG00000089060,,3.57,1.24045,3.760400333333333,,-0.101699487,0.0134541708596043,,
ENSG00000089063,,15.69,,,,-0.041435396,0.0201799095379919,11.5807570993033,1072.83787141268
ENSG00000089091,,,,,10.179772,,-0.00924204810501259,2.62001378695246,
ENSG00000089094,,4.7,2.0542499999999997,2.7821219999999998,3.532163666666667,-0.1082213,-0.00671179343847709,3.22850327868631,
ENSG00000089116,,,,,1.2687763333333333,,,,
ENSG00000089123,283.7,2.78,,8.00582,6.585081333333334,-0.156627848,-0.0179804289708538,3.59940907786391,
ENSG00000089127,422.2,,,,,,,4.14826435170423,
ENSG00000089154,,5.33,3.1813000000000002,5.761091666666666,10.648684333333334,-0.082211198,-0.0477386219143557,,361.400817706939
ENSG00000089157,,,9.995899999999999,,,,0.0540994801497917,,864.042195758024
ENSG00000089159,,8.33,2.3841,8.537910666666667,11.096945333333332,-0.069121294,0.0698160532793653,3.71537675620883,412.362966959324
ENSG00000089163,,,,1.2687922333333332,2.7334566666666666,-0.280117179,-0.0810795344886384,3.0283739032264,
ENSG00000089177,,3.13,,2.4892293333333337,2.6007296666666666,-0.150408426,-0.0314284685187225,2.98697521448208,210.672949114352
ENSG00000089195,266.2,3.64,1.4899,3.5013506666666667,4.867616333333333,-0.153917691,0.0244467198879898,2.98857054554438,250.596286599085
ENSG00000089199,,,,,,,0.0317447267552272,,
ENSG00000089220,425.5,,,,,,0.0508065344329137,,834.961104195035
ENSG00000089234,112.2,2.99,0.94235,2.1573853333333335,2.3802726666666665,-0.120459852,-0.0020076861919781,2.85340587866703,112.05552437883999
ENSG00000089248,324.0,,4.7508,21.905543333333338,,-0.04023318,0.0286770924132691,,420.284097035514
ENSG00000089250,,,,,6.545834999999999,,,,
ENSG00000089280,443.8,10.55,4.3026,17.35549,,-0.077527356,0.0678086933332925,5.20633325243812,290.363046198503
ENSG00000089289,325.2,4.97,2.1023,3.6207669999999994,4.365403,-0.111749107,0.0108641876280956,4.35013454878385,460.667213110987
ENSG00000089327,1393.5,,4.87615,15.04109333333333,,,0.0424025006782777,,1379.80226780221
ENSG00000089335,,2.41,,,3.3951879999999997,,-0.0640080721475225,2.66784356460882,
ENSG00000089351,116.4,3.64,0.7798499999999999,2.291535,4.888646,-0.060406813,-0.00836358070337207,3.15670024784317,509.93323110761594
ENSG00000089356,297.7,2.17,,,,,,3.92207262729779,
ENSG00000089472,,,2.0587,16.254173333333334,,-0.075790066,,,817.047593395965
ENSG00000089486,,7.09,,2.5610573333333333,10.76036,,0.0268005789446552,3.52139239472808,
ENSG00000089505,,2.82,,1.7227006666666664,,,-0.0700561641838685,2.4134231965754,
ENSG00000089558,,,,7.074507666666666,,,,3.80003753265616,
ENSG00000089597,480.1,,10.0559,16.341206666666665,,,0.0512299296918301,,764.874439547472
ENSG00000089639,,5.44,,7.216503,,,0.074823240324075,3.19708161312413,377.32117406948504
ENSG00000089682,430.9,3.28,1.2709,11.959816666666667,,-0.117767388,-0.00403615590554498,2.80604598393178,379.587357916296
ENSG00000089685,211.4,8.92,2.8912,,,-0.037504324,0.0526768800665858,3.73784689354849,175.085092837043
ENSG00000089692,,,,,,,,2.68429006021053,47.903086886507
ENSG00000089693,403.0,13.04,4.431150000000001,14.704276666666667,,-0.034250981,0.0446278960852465,6.07352057208729,499.056696882267
ENSG00000089723,,2.56,,1.3082279,1.2593779999999999,,-0.0179166721734937,3.02450683411704,
ENSG00000089737,274.5,7.7,2.0625999999999998,4.860422000000001,6.212484666666666,-0.105179374,0.0212741956317479,3.28773275277113,
ENSG00000089775,125.3,2.78,,,10.218458666666669,-0.145441016,0.0157572471579721,2.42866027609903,
ENSG00000089818,64.4,2.78,,2.866903666666667,2.5461986666666667,-0.227068721,0.00731865446425214,2.62119044556564,395.83739077533096
ENSG00000089820,,,,,,,-0.000589095457196825,3.10502337010786,470.681907008657
ENSG00000089847,,,,,,,0.118295229235317,,
ENSG00000089876,,4.0,,2.0410996666666663,3.7585173333333337,-0.213385777,-0.0122010729059045,2.93596109153996,479.574916423803
ENSG00000089902,312.1,2.74,0.71105,1.5890753333333334,1.6722133333333333,-0.196241753,-0.00591997472411919,2.59847868127675,202.754385278463
ENSG00000089916,,2.67,1.01545,2.7726480000000002,4.208442000000001,-0.174851932,-0.041810141961005,2.51069646811518,
ENSG00000090006,,3.85,1.8762500000000002,24.424913333333333,,,0.0278453298151242,4.03709309999297,2841.1655070145803
ENSG00000090013,,,5.4663,28.50764666666667,,,0.0529313698296904,8.0029208261774,3264.72922830317
ENSG00000090020,,6.56,0.77215,1.5592783333333333,7.176617666666666,-0.143292052,-0.0512811497503854,2.96788527663262,114.922218836327
ENSG00000090054,387.4,10.46,3.6308499999999997,10.080964,,-0.142150797,0.0214917720929205,5.0706760174073,316.531188056576
ENSG00000090060,625.0,14.31,8.1215,8.093917,,-0.091492817,0.0434368806453078,8.82953084336179,426.145607426063
ENSG00000090061,339.0,8.67,3.1342499999999998,4.454848666666667,5.970633333333333,-0.08461815,-0.0440431690978487,3.76443006383516,456.922528180384
ENSG00000090097,,10.89,,,,,0.0573921161501951,4.99677891289701,
ENSG00000090238,,,,11.049813333333333,,,0.0360224962860953,3.46996066980093,617.460254946041
ENSG00000090263,577.4,4.0,,9.296457333333334,14.351363333333333,-0.072174614,0.0365323937223425,4.83240649127496,599.4674354963839
ENSG00000090266,982.5,,,,,-0.021991152,0.0533847363689376,,829.760401825038
ENSG00000090273,442.7,3.85,4.57885,7.695514,15.047266666666667,-0.063800811,0.0256525860673146,5.39800503497332,897.7932822760471
ENSG00000090316,,4.86,1.7205,4.4700853333333335,8.066508666666667,-0.158262247,0.0114586182919924,2.91648378540776,143.227021259704
ENSG00000090339,40.3,6.46,0.4495,1.3387593333333332,,-0.21347475,,3.9409459354375,474.301215299702
ENSG00000090372,69.1,5.9,1.0377999999999998,4.2248383333333335,7.398703666666667,-0.10442725,-0.00697790074508914,3.14519367133607,312.569292527477
ENSG00000090376,,7.33,,,3.8792636666666667,,,,
ENSG00000090382,,,,25.106583333333333,,,,,
ENSG00000090432,,2.6,0.3777,1.1778863333333334,1.7844026666666668,-0.271466562,-0.0717640910380578,2.57903122083692,90.1502725867098
ENSG00000090447,,3.28,0.48524999999999996,1.4580463333333336,1.5911706666666667,-0.162034625,-0.0415738291180275,2.59265750127445,295.415507664377
ENSG00000090470,131.0,2.94,0.4754,1.2345483333333334,2.3847283333333333,-0.186396355,-0.169348487107213,2.69987063314424,147.11842309409
ENSG00000090487,1149.1,19.67,,10.714736666666667,,-0.053657818,0.0433651969517006,9.55391317461287,
ENSG00000090520,439.1,18.17,,8.308913666666667,,-0.120838958,0.0289720936810844,12.3535262644688,519.808672181017
ENSG00000090530,,,,,,,0.0214085886671509,,
ENSG00000090539,,,,,,,-0.0593160134355887,3.81371141793115,
ENSG00000090554,,,,4.883153666666666,,,,3.26868107454083,683.465632736711
ENSG00000090565,498.6,8.64,,4.188006333333333,9.607919666666666,,0.0249277257390766,3.46281906869161,
ENSG00000090581,,2.6,,,,-0.067795144,0.0612982573630046,2.95663372970556,560.718404873417
ENSG00000090612,83.8,2.38,,3.2682226666666665,4.505999,-0.110085032,-0.0561658117991892,2.8706838555674,96.3979416234091
ENSG00000090615,308.4,8.42,2.009,3.4272503333333333,,-0.126749236,-0.00225733602796661,3.43701473722907,1086.9647795835099
ENSG00000090621,310.8,9.9,3.10475,13.106766666666667,,-0.071177061,0.0386433085605367,5.41020565229345,211.809150792117
ENSG00000090661,,,,6.454771666666667,12.478906666666667,,0.0296606761908278,2.94934328072954,738.5509727733839
ENSG00000090674,227.2,13.06,,7.417370666666666,,,0.0303326547647015,6.54604159089081,
ENSG00000090686,337.5,3.51,4.61875,8.867088333333333,9.827319333333334,-0.131175477,0.0130939816441818,3.24274044296748,457.480328647261
ENSG00000090776,,2.78,,1.6747416666666668,3.7002013333333337,-0.119763706,-0.0525901338283872,2.58778374485643,
ENSG00000090857,238.6,9.67,1.8742999999999999,5.964929000000001,12.70013166666667,-0.106173419,0.0318236201233086,3.39438534466168,93.85494690358308
ENSG00000090861,423.5,10.06,1.90045,4.791857333333334,9.506641333333334,-0.127453778,0.0248626962675572,3.39786086758269,557.631298584829
ENSG00000090863,252.4,20.47,1.8885,4.183537,12.454706666666667,-0.105382017,0.00390359883252969,9.07481702665161,456.56133864339205
ENSG00000090889,421.7,11.2,4.885400000000001,13.80782,,-0.129166069,0.0242964956620925,3.59936010045174,156.635294542567
ENSG00000090905,191.4,,0.5003,2.0997703333333333,2.3207383333333333,-0.229343121,-0.133847954422061,2.38849227063868,150.39153820917102
ENSG00000090924,,4.27,,3.6329776666666667,,,-0.0599144807339769,3.12491786302091,162.806468917677
ENSG00000090932,,7.73,,5.430132333333333,,-0.050777704,-0.010927080576354,4.3511581803018,
ENSG00000090971,280.9,8.17,,10.864423333333335,,-0.040315707,0.0400308544352587,3.45633173198745,
ENSG00000090975,,3.28,,4.418803333333334,,,0.0222161323332601,2.81127474755079,
ENSG00000090989,506.4,5.71,1.99295,4.684628666666666,5.569995666666666,-0.146839212,0.0144499610026111,2.8709320884261,480.746972744571
ENSG00000091009,232.7,,,2.044724,2.8440239999999997,-0.156317397,-0.048941434071745,2.72399299603221,219.79435780068403
ENSG00000091010,,,,,,-0.117767662,,,
ENSG00000091039,943.4,3.45,3.7452,7.21706,8.095165666666666,-0.131979221,0.0340401972052666,3.80875385902537,332.236952543905
ENSG00000091073,,2.82,0.5808,1.2075703333333332,3.022453,-0.176202785,-0.0824549776408008,,
ENSG00000091106,,,,,,,-0.0626930210112476,,
ENSG00000091127,450.7,5.0,1.7185000000000001,4.713172666666667,6.164567333333333,-0.171218482,0.0241641250026333,3.56866037321526,233.748766011628
ENSG00000091129,,3.45,,,,,0.0307045584697301,5.10663905427384,
ENSG00000091136,,21.2,,5.904676000000001,,-0.090206054,0.0443595080023879,5.67340895462698,2646.34270503893
ENSG00000091137,,,,,,,0.0319707909297329,3.68944031690781,
ENSG00000091140,755.8,12.0,6.36985,15.237809999999998,11.586620000000002,-0.119350673,0.0285987304645289,5.37381262822712,654.168177223907
ENSG00000091157,284.0,7.56,,3.0346123333333335,4.038046333333334,-0.133789281,0.0118430170456196,3.18265278386674,101.67985281822901
ENSG00000091164,245.4,10.0,5.41605,3.2893856666666665,3.734588666666667,-0.090565556,-0.0126626661337129,4.66697265687897,320.594233800031
ENSG00000091262,,,,,,,-0.0038154399529904,2.79268615050257,
ENSG00000091317,523.7,11.3,0.74065,8.236069666666667,,-0.1571102,0.0391955131653629,6.72331406963296,218.39989394001302
ENSG00000091409,,11.08,,,7.244624999999999,,-0.00779137008267281,7.68912980737382,
ENSG00000091428,,2.56,,,,,0.010811896332105,3.15416786257509,
ENSG00000091436,,4.8,0.9819,2.347332,,-0.205782821,-0.00103987781941467,,133.977118716104
ENSG00000091483,419.0,,7.4921500000000005,16.723043333333333,11.19738,-0.058249664,0.0262646045220712,11.3169403536095,652.003168388145
ENSG00000091490,,20.0,1.7574999999999998,,,-0.105776544,0.0676603355290715,9.29165386935695,420.38301662490096
ENSG00000091527,408.4,3.57,2.12585,3.0916836666666665,2.714832,-0.133522227,0.0248701613877524,3.33029475947269,288.521319099741
ENSG00000091536,,,,,,,,2.81278461043776,
ENSG00000091542,275.1,6.38,1.9754,2.484591333333334,2.4613940000000003,-0.09610359,0.0325528366262033,3.68044073559823,227.848009233733
ENSG00000091592,,4.47,0.7308,11.799199999999999,,-0.073390906,-0.00171862428283102,,135.544453100429
ENSG00000091622,,2.41,,,,,0.00390161572729149,2.861277388009,
ENSG00000091640,256.6,9.33,,4.794308,6.626111666666667,-0.070331969,0.0135520485715659,4.86109246229459,289.984977049391
ENSG00000091651,,4.0,0.58535,7.091363333333334,7.943583000000001,-0.140504464,0.000960785869791587,2.80560388584217,193.795872581348
ENSG00000091656,,,,2.310167333333333,,-0.321889665,-0.0585591889724107,,
ENSG00000091664,,,,,1.7672686666666666,,,,
ENSG00000091732,172.2,4.0,1.637,2.8781316666666665,4.44437,-0.161454955,-0.0134382744874365,3.01804663015509,267.48558909312
ENSG00000091831,,,,,,,,2.70891059749472,
ENSG00000091844,,2.56,,0.9603639666666667,1.9499883333333334,,-0.0396308286032838,,
ENSG00000091879,,2.38,,,,,,,
ENSG00000091947,141.0,3.23,,7.425632,,-0.048633343,0.00742157530555046,2.97214803974273,1830.9569134929102
ENSG00000091972,,,,,3.7424543333333333,,,,
ENSG00000091986,,16.32,,,,,-0.0541081780323016,5.98591806176632,
ENSG00000092010,915.3,,,,,,0.0384416706673396,,1344.83006480401
ENSG00000092020,331.9,8.65,,7.087253666666666,8.340943666666666,-0.073843694,0.0599863867521591,4.51709981278971,358.69703972481904
ENSG00000092036,,19.88,,12.968966666666667,,,0.0498056350818944,5.71910521712035,8554.78404484876
ENSG00000092051,,,,,8.195565666666667,,,,
ENSG00000092068,,,,12.474988000000002,,-0.031352149,-0.047233283430227,3.91912740279492,
ENSG00000092094,361.2,7.53,,15.903970000000001,,-0.059237732,0.0408701118033784,5.37250817817477,211.41042116228297
ENSG00000092096,,,,,,,0.0606405988300536,,
ENSG00000092098,,4.13,,4.187802666666667,,,-0.0206319082779995,2.66629994104151,248.037112542525
ENSG00000092108,513.1,3.85,4.0497499999999995,9.255985,9.66732,-0.140721242,0.0144121981062685,6.13982679944906,306.46343008273203
ENSG00000092140,,2.74,,3.0065829999999996,4.203661333333334,-0.092345318,-0.0134335425564256,2.36035538167672,228.764260211894
ENSG00000092148,291.0,8.53,2.0684,2.8566110000000005,5.152005,-0.156816316,-0.0102623590942387,3.29411832841414,193.868426011212
ENSG00000092199,457.1,14.7,6.5483,30.58086,,-0.034529677,0.0369906506920743,9.56444347623363,600.342515875482
ENSG00000092200,,,,,,,0.0287448462113162,,
ENSG00000092201,474.1,11.04,3.5202999999999998,6.657925666666666,11.266224999999999,-0.110946696,0.035511594079805,3.49562886714637,336.341072881965
ENSG00000092203,340.9,6.53,2.05635,4.981079,8.395574,-0.043846997,0.0430660833293677,3.56601455915879,240.926018107262
ENSG00000092208,,4.38,,3.532728666666667,3.489126666666667,-0.122687564,0.00684862894477827,3.06217443039514,
ENSG00000092295,,,,,,,0.0118183031606123,2.62108760118088,
ENSG00000092330,264.1,3.51,,2.7582386666666667,4.177381,-0.123325414,-0.00284623197698655,3.43613824893552,243.67180639424498
ENSG00000092421,,,,10.977239333333335,2.549077666666667,,-0.0322990256547769,,
ENSG00000092439,424.4,3.17,2.0727,4.968940333333333,8.185299666666667,-0.108042717,0.00395989854329211,3.49144148441793,222.72146746226503
ENSG00000092445,,11.16,1.6745999999999999,5.873660000000001,,-0.072524803,0.0455146202085973,6.64502982628152,
ENSG00000092470,743.1,6.62,1.6527,3.069811,3.5051279999999996,-0.102253341,0.0212400605916019,3.68459754962418,203.81947611085602
ENSG00000092529,,,,,,,-0.0746346197565456,,
ENSG00000092531,798.3,10.3,,21.708460000000002,,-0.047285545,0.0122539098829852,4.42157294268551,1046.4902122373599
ENSG00000092607,,,,0.8282912333333333,,-0.239162319,,,
ENSG00000092621,630.6,,,25.351370000000003,,,0.0525123778835132,7.80204722897011,1141.20010108634
ENSG00000092758,,2.47,,,,,0.0670021780383135,3.34263745007122,
ENSG00000092820,,6.6,2.5144,3.7714580000000004,3.1076026666666667,-0.093705716,0.0211951175592481,3.80938795572123,237.38636013772597
ENSG00000092841,833.5,,,,,,0.0469743331239346,,532.370334317957
ENSG00000092847,,13.37,2.33865,,,-0.068121035,0.0342692347307464,4.76709080991017,328.077006191119
ENSG00000092850,,,,,,,-0.00685611848607218,,
ENSG00000092853,633.2,7.08,1.2040000000000002,2.6247583333333333,3.724676,,0.0030765683825655,3.03436380868306,166.88742969062798
ENSG00000092871,402.2,3.03,,2.889953,8.844093,-0.182729934,0.0570157345911837,2.93794176772626,280.736442108925
ENSG00000092929,,10.57,4.4269,19.108666666666668,,,,4.21764734629095,
ENSG00000092931,410.2,9.0,,,10.534236666666667,-0.086278453,0.0405733615589264,2.8728084587393,
ENSG00000092964,667.7,11.14,,3.6619189999999997,5.1420069999999996,-0.20427103,0.0274628001036372,4.52226070550957,375.11842691625503
ENSG00000092969,,2.9,,,,-0.224891238,-0.107009996136849,2.98377304902912,20.249933834722302
ENSG00000092978,106.6,2.25,,1.2515336666666668,2.7022523333333335,-0.195834414,-0.0801857318150916,2.34964661404963,170.511523775464
ENSG00000093000,273.7,2.99,1.2417500000000001,2.6250183333333332,3.47338,-0.151284569,0.00295544260936263,2.52828484226168,152.764367439839
ENSG00000093009,,6.18,3.1308,12.69511,,-0.07069593,0.0420576486276764,3.74916744330727,184.93615000393902
ENSG00000093010,455.6,13.09,3.2436,,,-0.029571525,0.058713498687679,8.91465578807664,1102.47542711527
ENSG00000093100,,,,,,,,,253.67868274680401
ENSG00000093144,828.1,10.09,4.24155,14.210916666666668,,-0.056435551,0.028976626198645,6.49584202163501,861.0801467463251
ENSG00000093167,766.1,3.64,1.96835,4.970097333333333,7.669537666666667,-0.110858337,0.024706295956672,2.8869211392495,556.724078353331
ENSG00000093183,304.7,8.31,1.147,5.864386333333333,5.231754333333334,-0.078395291,0.0178592502756858,2.94437868596684,153.445673417929
ENSG00000093217,,2.78,2.71265,5.872368333333334,,-0.03881792,-0.0243785252817258,2.9910831272462,200.231087944374
ENSG00000094631,495.2,6.0,,,,,0.0336302425595926,3.91142161422963,
ENSG00000094804,195.1,3.64,1.0338500000000002,4.339068666666667,3.6776630000000003,-0.190329229,-0.00542319522881605,3.18251954740775,97.47037787488951
ENSG00000094841,805.4,5.16,,4.0875813333333335,5.5885853333333335,-0.083513956,0.0102866098139816,3.04682591503839,427.433987347637
ENSG00000094880,266.9,8.0,1.7478,7.208554666666667,5.625589000000001,-0.15181492,0.0390512944559347,2.97107014934566,226.762258410117
ENSG00000094914,622.6,16.98,,17.51325,50.03969000000001,-0.065208478,0.039727486607509,5.62883944644596,613.1669677240619
ENSG00000094916,462.0,8.64,5.8139,5.414012333333333,7.266671333333332,-0.076389508,0.0148386359933659,4.01841331049095,540.093002634025
ENSG00000094975,,2.78,0.60835,1.3772436666666668,3.589161666666667,-0.260992758,-0.014867102799834,3.16882837412162,228.296168570653
ENSG00000095002,674.1,9.44,3.4366000000000003,8.652304,9.833152666666665,-0.120391037,0.0281516679233631,3.62035607779507,536.678309396605
ENSG00000095015,103.6,,0.47725,0.843479,1.330453,-0.270393359,-0.0605031371753638,2.57476723507863,155.978596934415
ENSG00000095059,718.0,17.38,2.29265,16.813266666666667,,-0.029284924,0.0153461277572202,6.13687599616275,1069.18328242928
ENSG00000095066,,3.45,,7.257781666666666,,,-0.0241397693111993,2.8971280483894,
ENSG00000095139,316.1,7.65,2.57555,3.848629666666667,5.165907,-0.150734826,0.0325521230259339,3.51402088487161,333.03326233095197
ENSG00000095203,,3.51,,1.9871853333333334,2.410086333333333,,-0.00404894058566776,3.48258531212979,
ENSG00000095209,1107.7,13.44,,15.561860000000001,,-0.081619292,0.0791845824310592,9.5260104313316,912.663944917832
ENSG00000095261,384.1,5.12,1.3824,2.816171666666667,4.023905666666667,-0.189460087,0.0965570014929921,3.01134730135545,287.38055614822
ENSG00000095303,,6.5,,10.549388333333333,,,,7.59660049557262,2411.4923655756697
ENSG00000095319,352.9,,3.90355,8.490914,,-0.113069441,0.018031340072956,6.41109635831074,305.87250658786303
ENSG00000095321,,6.26,,6.881821666666667,,,0.0578486445158889,3.85982407658389,
ENSG00000095370,,,,,1.619481333333333,,,,
ENSG00000095380,385.0,16.7,6.172549999999999,11.428736666666666,22.420779999999997,-0.049341366,0.0323495222212894,7.72169237427916,444.339147352927
ENSG00000095383,,3.45,,1.197567,2.031545,,-0.0117818079822443,2.68835865336341,
ENSG00000095397,,3.45,,6.162188,,-0.108462777,0.0470804201708662,,
ENSG00000095485,351.2,9.39,,5.571923000000001,7.031724,-0.065660508,0.0133336551528909,4.03511387235117,286.252281972108
ENSG00000095539,,2.86,,3.387578,,,-0.0374806495664095,,
ENSG00000095564,257.5,2.94,0.7903500000000001,5.442412999999999,4.117754333333334,-0.228426046,-0.0117880721640093,3.178814269335,285.93256973242296
ENSG00000095574,274.0,,0.7097,2.7404783333333333,3.4805626666666662,-0.142017072,-0.00950285118668187,2.59599354089243,409.554391142908
ENSG00000095585,184.9,,,,,,,,
ENSG00000095587,,,,,,,-0.0158414448450595,3.45750569962876,
ENSG00000095596,,,,2.2340120000000003,3.0147600000000003,-0.107386648,-0.0464217503618345,,109.186027446026
ENSG00000095637,,,1.03825,2.7719393333333335,4.606625666666667,-0.118887255,0.016651674416822,2.88028171792224,194.511856777844
ENSG00000095713,,,,,,,-0.0408087065605096,,
ENSG00000095739,,2.04,0.28290000000000004,0.3938105666666667,0.8544442666666666,-0.349835535,-0.32501901179091,2.78149358187013,52.025772318091605
ENSG00000095752,,4.17,,,,,,3.39579496455811,
ENSG00000095777,,,,,4.8206766666666665,,-0.0077421262274058,,
ENSG00000095787,119.3,3.33,0.6119,1.2662886666666668,1.6372926666666665,-0.203391682,-0.0532158071233673,2.87860769091653,155.595333423357
ENSG00000095794,1101.9,3.85,,4.984657666666667,,-0.164964566,0.0205694915208237,3.36945680616642,611.2774422954229
ENSG00000095906,268.5,9.47,,20.761930000000003,,-0.041705505,0.0391969206941151,4.59665377310564,958.629214452617
ENSG00000095951,362.8,2.63,0.37515,1.1968330333333332,1.0123590333333332,-0.329628748,-0.0342512641141177,2.98584964162597,138.312138729731
ENSG00000096060,714.6,5.75,4.56935,6.757061666666668,13.27053,-0.113615907,0.0529900836355216,4.11076874207388,844.524692059487
ENSG00000096063,1237.8,5.75,4.86055,4.777791,4.933505333333334,-0.1215738,0.0091692136682242,3.81111865429316,854.3251934666341
ENSG00000096070,203.0,3.03,0.9353,1.8638896666666669,3.550126333333333,-0.148164527,-0.0992602745705987,2.75718522174438,129.377583928561
ENSG00000096080,263.7,3.33,1.6085,3.678723,3.697865,-0.05770611,-0.00969529730355972,3.50595552093836,136.827861618058
ENSG00000096092,1406.1,21.0,,,,-0.042347254,0.0379001214942554,13.9718949388741,
ENSG00000096093,264.6,3.85,,17.489979666666667,,-0.075996326,0.012591011418457,3.13171574689613,
ENSG00000096384,358.2,15.35,5.586550000000001,19.73177,18.92858,-0.059041745,0.0435916533684406,6.88979975090163,572.099089792462
ENSG00000096401,172.0,4.16,1.1242,2.4140449999999998,3.1644206666666665,-0.168818212,0.0130531827042096,3.20159660148754,141.346731250606
ENSG00000096433,325.1,3.85,2.1787,9.028805,,-0.058982286,0.0543820467906137,6.32643526186288,821.009294334543
ENSG00000096654,,2.17,,0.6589911,0.9861941666666666,-0.327826188,-0.193588278730975,2.60674459240889,145.517944771177
ENSG00000096696,,10.67,,,11.88142,,0.0336605379451472,4.45763287305818,
ENSG00000096717,158.6,2.53,0.38334999999999997,1.3095406666666667,1.763488333333333,-0.266106752,-0.0268717045852798,2.56131289530221,94.7889063110247
ENSG00000096746,,3.85,5.43865,16.039479999999998,24.868786666666665,-0.068800277,0.0359628649949394,5.22060122757119,975.782329227384
ENSG00000096872,,3.28,,8.507449333333334,8.007983333333334,,0.0312914005240467,3.63996909873187,347.21461882307295
ENSG00000096968,,2.9,1.3538000000000001,2.326480666666667,3.670569,-0.123785755,-0.0147742532433611,3.18485401506771,459.39761184708703
ENSG00000096996,303.1,,,,,,,,
ENSG00000097007,144.2,3.85,0.8182,1.3826116666666668,2.7297616666666666,-0.194624491,-0.0737261729313433,2.69557866740276,206.250797490015
ENSG00000097021,439.5,21.33,,22.68831,,-0.020838287,0.063740905237008,9.81806813784076,633.776343495826
ENSG00000097033,240.5,9.16,2.63915,4.312169,5.116771666666666,-0.136091657,0.0220390181903539,4.17256512726853,474.618364456949
ENSG00000097046,224.5,3.03,1.0382500000000001,2.3434106666666668,3.2076396666666667,-0.159367004,-0.018686186592146,2.75675284986957,384.705058250784
ENSG00000097096,,,0.52245,1.4821219999999997,2.6615446666666664,-0.154798877,-0.060257419740688,2.54298363786969,245.448380042174
ENSG00000099139,,,,,,,0.0349696105834806,,
ENSG00000099194,448.5,10.7,4.0594,11.943003333333332,,-0.041193321,0.0459373970601477,6.27974548334278,1068.53278344919
ENSG00000099203,70.3,10.15,,4.124837666666667,10.313654999999999,-0.107109721,0.0226609265562372,6.73088924446124,269.93840439508597
ENSG00000099204,462.3,12.0,,,20.923983333333336,,0.0469146802315477,6.96751096073965,
ENSG00000099219,486.4,,,7.965116666666667,18.40266,-0.062070839,0.0311552387063052,9.67890209365212,1771.9274616081
ENSG00000099246,537.0,3.33,0.95225,1.827307333333333,7.720983999999999,-0.166612112,-0.0151498795670836,3.32790003636249,288.804155158642
ENSG00000099250,,4.77,,,,,-0.0488926657700845,3.86924554419317,
ENSG00000099256,,16.0,,,,,0.0513067781264217,8.79243062295164,
ENSG00000099260,,2.33,,1.6949386666666666,,-0.187790206,-0.0555004045611525,2.9490572568803,
ENSG00000099282,,15.27,,,,,0.0507742959117437,3.496585458054,
ENSG00000099284,,,,,,,0.0524061622512458,,
ENSG00000099290,,,3.9572000000000003,6.3210283333333335,9.546576666666667,-0.121380444,0.0259046702035951,,181.740804285843
ENSG00000099308,,,0.5745,1.9883009999999999,,-0.159318929,-0.0219236538652931,2.73822873237595,168.17673495816
ENSG00000099326,218.6,2.99,,,,-0.050857415,-0.00512559921538738,2.44117858962858,
ENSG00000099330,523.7,7.17,,8.444605666666666,,-0.041453697,0.0298385557920357,4.3505513075023,1076.0094300615801
ENSG00000099331,266.9,9.09,2.4833499999999997,4.503763666666667,,-0.076953991,-0.0215020941679746,3.13595659494332,321.416690240583
ENSG00000099337,,,,,6.525050666666668,,,,
ENSG00000099338,,,,,,,0.0455876960551665,3.17182194203882,
ENSG00000099341,575.3,20.0,6.42565,28.103326666666664,,-0.030878795,0.0449262317051079,16.0492010433597,792.7137024605099
ENSG00000099364,,3.7,2.7430000000000003,5.495354333333334,,,-0.0418054911119098,2.75491104133843,600.191550501453
ENSG00000099365,,2.33,,,,,,3.90438380674406,
ENSG00000099377,,9.57,,9.687726666666668,,-0.035873964,0.0435478216136525,4.4840190597773,467.933780431876
ENSG00000099381,,3.33,0.42245,1.9525499999999998,2.8874256666666667,-0.156355474,-0.00675442274207636,2.56956173870454,146.397582756096
ENSG00000099385,,,,,,,0.0540120622463582,5.62783716726195,591.611721005793
ENSG00000099399,,,,11.758306666666668,,-0.095858159,0.0224221466508789,,421.43871190264394
ENSG00000099617,,3.23,,,,,0.0396784380312673,3.15159851205778,
